table_0,table_0,table_0,table_0,table_1,table_1,table_1,table_1,table_2,table_2,table_2,table_2,table_3,table_3,table_3,table_3,table_4,table_4,table_4,table_4
7.98,10,7.49,9,80.68,3,12.45,4,18.17,10,8.65,11,73.36,5,69.77,2,0.38,2,106.04,8
8.48,10,4.01,6,85.57,8,-8.87,3,17.24,9,5.97,8,64.94,7,70.27,2,2.17,4,103.7,6
9.37,11,7.88,10,78.86,11,1.06,3,16.11,8,-6.74,5,73.99,6,71.17,3,7.82,10,105.03,7
10.02,2,3.77,6,75.76,8,-12.77,9,14.85,7,7.62,10,63.67,6,71.82,4,1.42,3,102.96,5
11.32,3,8.53,11,76.65,9,-6.23,6,13.39,5,10.37,2,71.68,4,73.12,5,0.5,2,106.42,8
12.6,5,3.75,6,79.94,2,1.13,3,12.73,5,7.37,9,76.84,9,74.39,6,0.46,2,104.18,6
13.33,5,7.99,10,84.45,6,0.11,2,11.78,4,2.61,5,86.31,8,75.13,7,10.56,3,103.93,6
12.67,5,4.35,6,77.01,9,-7.25,5,11.0,3,0.79,3,75.88,8,76.47,8,6.56,9,104.39,6
11.5,4,7.48,9,80.19,2,-0.86,11,10.79,3,-10.25,2,80.25,2,77.3,9,2.72,5,103.64,6
10.24,2,4.25,6,84.93,7,-6.19,6,199.53,2,-7.3,5,70.08,2,78.03,10,6.56,9,105.02,7
8.96,11,7.47,9,77.87,10,5.81,8,73.31,5,-5.43,7,78.92,11,78.75,11,9.53,2,103.18,5
7.8,10,4.38,6,78.56,11,0.76,3,50.71,3,1.26,3,75.5,8,79.6,2,2.75,5,106.01,8
6.64,9,7.46,9,82.38,4,-3.02,9,39.26,11,-5.54,6,76.51,9,80.44,2,10.74,3,103.55,6
6.03,8,4.92,7,80.83,3,-5.03,7,32.73,5,5.66,8,85.08,7,81.83,4,9.65,2,105.16,7
5.21,7,7.25,9,83.76,6,13.1,5,26.81,9,-7.69,4,82.77,5,83.0,5,0.29,2,103.05,5
4.2,6,4.74,7,78.03,10,7.5,10,23.61,6,9.37,11,91.46,3,84.0,6,10.99,3,106.13,8
2.96,5,7.02,9,83.33,5,-3.5,9,20.44,2,-8.9,3,87.88,10,84.76,7,3.6,6,103.72,6
2.09,4,5.11,7,84.32,6,7.66,10,18.21,10,-1.23,11,87.45,9,85.88,8,5.21,7,104.97,7
0.99,3,6.8,9,86.81,9,12.46,4,16.85,9,9.44,11,82.0,4,86.78,9,5.83,8,102.96,5
-0.07,2,5.14,7,85.54,8,7.97,10,15.79,8,-5.78,6,84.63,7,87.72,10,6.9,9,106.21,8
1.15,3,7.08,9,78.04,10,0.55,3,14.82,7,0.23,2,86.31,8,88.95,11,1.38,3,103.82,6
1.82,4,4.58,7,75.67,8,9.65,2,13.67,6,-10.1,2,76.24,8,89.62,2,10.44,2,104.69,7
2.54,5,7.14,9,80.19,2,-3.57,8,12.07,4,-6.52,5,83.58,6,90.34,2,7.53,10,103.28,5
3.38,5,4.71,7,81.72,4,13.19,5,11.7,4,-8.56,3,93.5,6,91.18,3,6.74,9,105.86,8
4.32,6,7.23,9,75.29,7,12.12,4,10.82,3,5.51,8,85.73,8,92.11,4,0.89,3,103.17,5
5.26,7,4.72,7,77.95,10,-3.92,8,10.71,3,5.37,7,77.99,10,93.06,5,11.91,4,106.0,8
6.54,9,7.56,10,78.13,10,2.54,5,10.74,3,6.86,9,82.67,5,94.34,6,8.46,10,103.43,5
6.96,9,3.86,6,81.7,4,11.88,4,200.12,2,3.63,6,90.77,3,94.75,7,5.03,7,105.42,7
8.05,10,8.24,10,82.98,5,-12.29,10,74.05,6,-9.66,2,94.33,6,95.85,8,9.16,11,103.08,5
8.73,11,3.44,5,81.78,4,4.56,7,51.25,3,10.25,2,95.49,7,96.53,9,11.46,3,106.18,8
9.58,2,8.41,10,85.85,8,-1.67,10,39.73,2,-6.15,6,105.19,7,97.38,9,4.75,7,103.86,6
10.72,3,3.73,6,83.36,5,-9.9,2,33.31,5,6.08,8,95.11,7,98.51,11,8.23,10,104.6,7
11.9,4,8.45,10,77.0,9,9.23,11,28.41,10,-4.55,7,102.03,4,99.69,2,6.3,8,103.26,5
13.03,5,3.68,6,83.67,6,-12.43,10,24.18,6,6.15,8,112.35,4,100.83,3,6.22,8,105.87,8
11.98,4,8.27,10,86.7,9,12.81,5,21.38,3,8.59,11,105.31,7,101.78,4,1.91,4,103.34,5
10.57,3,3.32,5,88.19,10,-0.61,11,20.26,2,4.22,6,95.8,8,102.36,4,7.31,9,105.75,8
9.77,2,8.88,11,79.68,2,-1.21,11,18.16,10,-5.3,7,106.38,8,103.56,6,10.34,2,103.36,5
8.63,11,2.99,5,80.66,3,3.58,6,17.06,9,-1.61,10,101.66,4,104.43,6,10.78,3,105.5,7
7.91,10,9.29,11,75.85,8,7.48,9,15.97,8,-1.82,10,110.8,3,105.71,8,12.46,4,103.09,5
7.26,9,3.06,5,73.94,6,-12.4,10,14.46,6,-9.47,3,103.81,6,107.06,9,5.59,8,106.2,8
5.94,8,8.61,11,79.24,11,7.4,9,12.76,5,-7.17,5,102.56,5,107.73,10,1.46,3,103.86,6
5.01,7,3.46,5,74.68,7,-1.02,11,11.98,4,-1.39,11,111.6,4,108.81,11,7.12,9,104.63,7
4.29,6,8.82,11,74.58,7,7.32,9,11.79,4,5.31,7,102.37,4,110.09,2,9.47,11,103.51,6
3.36,5,3.25,5,74.14,6,6.45,8,11.11,3,-8.35,4,112.23,4,111.16,3,7.12,9,105.36,7
2.4,4,8.79,11,73.12,5,6.18,8,10.46,2,1.81,4,104.16,6,112.2,4,8.06,10,102.92,5
1.84,4,3.66,6,71.78,4,1.06,3,10.28,2,-0.89,11,99.43,11,113.64,6,8.74,11,106.36,8
0.97,3,8.47,10,72.71,5,-0.07,2,10.06,2,8.63,11,91.58,4,114.77,7,4.21,6,104.33,6
-0.31,2,3.25,5,78.56,11,-6.69,5,10.17,2,4.28,6,86.89,9,115.49,7,10.53,3,103.75,6
0.66,3,8.72,11,77.4,9,0.74,3,10.0,2,-6.34,6,78.56,11,116.46,8,4.95,7,104.94,7
2.29,4,3.91,6,78.78,11,-2.43,10,199.5,2,-2.28,10,78.63,11,118.09,10,11.05,3,103.15,5
3.2,5,8.0,10,83.76,6,-4.89,7,73.28,5,1.31,3,77.44,9,119.0,11,2.84,5,105.94,8
4.49,6,4.29,6,80.26,2,11.78,4,50.35,2,4.58,7,85.65,8,120.28,2,7.48,9,103.32,5
5.67,8,7.89,10,84.49,6,8.32,10,38.73,11,7.15,9,78.32,10,121.47,3,0.3,2,105.69,8
6.5,8,3.94,6,77.6,10,5.29,7,30.99,3,-8.76,3,81.02,3,122.3,4,-0.28,2,103.29,5
7.08,9,7.64,10,80.43,2,11.08,3,26.77,9,-5.05,7,74.83,7,122.88,5,3.31,5,105.74,8
8.09,10,4.36,6,84.22,6,-6.22,6,22.98,5,9.08,11,69.41,11,123.88,6,2.01,4,103.23,5
9.39,11,7.94,10,77.58,10,9.03,11,20.8,3,5.74,8,72.69,5,125.19,7,0.51,3,105.93,8
10.39,2,4.06,6,81.8,4,0.6,3,18.24,10,-8.35,4,68.77,11,126.19,8,4.0,6,103.51,6
11.36,3,7.91,10,85.37,7,13.11,5,16.42,8,10.58,3,66.03,8,127.16,9,0.95,3,105.45,7
12.58,5,4.31,6,83.48,5,-3.65,8,15.1,7,-0.39,2,65.83,8,128.37,10,8.36,10,103.11,5
13.75,6,7.87,10,78.97,11,-3.67,8,13.76,6,-3.53,8,66.94,9,129.54,2,12.29,4,106.01,8
13.11,5,4.5,6,84.06,6,12.29,4,12.6,5,8.7,11,58.2,10,130.91,3,7.6,10,103.46,5
12.31,4,7.71,10,79.75,2,12.36,4,11.98,4,-9.49,3,67.87,10,132.11,4,7.34,9,105.36,7
11.14,3,4.12,6,83.06,5,1.53,4,12.13,4,-8.74,3,57.95,10,132.93,5,6.71,9,102.92,5
9.84,2,7.58,10,76.61,9,1.07,3,11.07,3,-2.29,10,67.4,9,133.64,6,6.5,9,106.28,8
8.66,11,4.24,6,82.65,5,-9.54,2,11.29,3,7.88,10,56.58,9,134.46,6,9.7,2,103.79,6
7.4,9,7.49,9,86.15,8,-6.49,6,10.81,3,5.83,8,57.1,9,135.19,7,2.56,5,104.8,7
6.15,8,4.26,6,86.94,9,-13.24,9,199.45,11,9.53,2,61.93,4,135.94,8,5.59,8,103.1,5
4.59,7,7.19,9,78.81,11,-1.13,11,73.26,5,10.12,2,54.41,6,136.39,8,-0.93,11,106.14,8
3.73,6,4.95,7,74.83,7,3.99,6,50.74,3,2.7,5,45.48,7,137.53,10,8.23,10,103.65,6
2.47,4,6.78,9,75.93,8,6.82,9,39.42,11,8.55,11,55.23,7,138.27,10,10.56,3,104.99,7
1.66,4,5.41,7,75.26,7,-11.87,10,33.0,5,-9.74,2,45.53,8,139.46,11,5.32,7,103.06,5
0.35,2,6.29,8,80.03,2,3.33,5,28.83,11,-5.08,7,55.29,7,140.15,2,8.49,10,106.11,8
-0.78,11,5.58,8,79.2,11,-4.58,7,25.16,7,-8.32,4,45.51,8,141.01,3,11.77,4,103.65,6
0.2,2,6.41,8,74.7,7,-12.86,9,21.85,4,4.67,7,55.64,8,141.99,4,7.97,10,105.07,7
1.06,3,5.45,7,74.8,7,10.3,2,19.78,2,-0.91,11,48.63,11,142.85,5,1.76,4,103.2,5
1.91,4,6.4,8,73.99,6,1.68,4,17.8,10,-10.26,2,38.31,10,143.71,6,6.76,9,105.84,8
3.0,5,5.68,8,74.67,7,12.25,4,16.37,8,4.76,7,44.85,7,144.79,7,9.14,11,103.51,6
4.5,7,6.82,9,72.48,4,-9.59,2,14.88,7,-5.73,6,52.65,5,146.3,8,1.85,4,105.35,7
5.3,7,4.97,7,72.21,4,1.34,3,14.35,6,-11.05,11,58.38,10,147.09,9,6.66,9,102.78,5
6.79,9,7.52,10,74.66,7,-13.28,9,13.26,5,-10.5,11,67.5,9,148.58,11,3.81,6,106.44,8
7.87,10,4.57,7,77.35,9,-8.26,4,13.23,5,9.54,2,57.19,9,149.67,2,10.14,2,104.21,6
8.19,10,6.74,9,75.27,7,4.53,7,12.84,5,0.91,3,63.13,5,149.98,2,-1.14,11,103.96,6
8.86,11,4.93,7,82.31,4,-10.82,11,12.51,5,3.53,6,66.12,8,150.66,3,8.45,10,104.44,6
9.67,2,6.88,9,80.92,3,-9.6,2,11.96,4,-3.44,9,65.27,7,151.46,3,0.68,3,103.73,6
10.64,3,5.09,7,83.92,6,-9.45,3,10.59,3,10.03,2,72.58,5,152.44,4,1.95,4,105.05,7
11.67,4,6.94,9,78.63,11,-12.83,9,199.63,2,-7.65,4,69.62,2,153.47,5,3.05,5,103.08,5
13.05,5,5.44,7,83.04,5,-13.2,9,73.27,5,9.34,11,74.15,6,154.84,7,0.63,3,106.05,8
12.56,5,7.07,9,81.21,3,1.82,4,51.03,3,-8.04,4,64.87,7,156.35,8,3.85,6,103.66,6
11.68,4,5.05,7,85.42,7,3.99,6,39.37,11,-2.64,9,73.67,6,157.47,9,3.2,5,105.0,7
10.48,2,6.75,9,80.48,2,-10.22,2,31.6,4,-8.36,4,63.88,6,158.27,10,11.66,4,103.07,5
9.59,2,5.37,7,77.29,9,-11.98,10,26.61,9,9.77,2,72.32,4,159.39,11,2.19,4,106.09,8
8.52,11,6.56,9,74.3,6,-11.67,10,22.12,4,-0.04,2,72.25,4,160.32,2,8.88,11,103.78,6
7.57,10,5.49,7,81.83,4,-3.84,8,19.87,2,8.48,10,72.19,4,161.37,3,4.08,6,104.77,7
6.45,8,6.39,8,76.96,9,-5.13,7,18.6,11,1.91,4,73.71,6,162.24,4,0.8,3,103.38,5
5.77,8,5.93,8,79.52,2,12.48,4,18.2,10,-2.69,9,64.24,6,163.57,6,6.54,9,105.66,8
4.71,7,6.01,8,85.04,7,7.35,9,16.55,9,5.61,8,74.56,7,164.51,7,8.91,11,103.27,5
4.21,6,6.48,8,78.5,11,0.67,3,15.28,7,9.99,2,67.36,9,166.0,8,3.82,6,105.83,8
3.48,5,5.8,8,77.79,10,6.19,8,14.12,6,8.29,10,56.86,9,167.28,9,1.46,3,103.2,5
2.76,5,6.48,8,78.97,11,-4.37,8,13.03,5,9.73,2,59.71,2,168.55,11,12.47,4,105.88,8
1.88,4,5.64,8,82.67,5,-0.81,11,12.15,4,2.27,4,59.17,11,169.68,2,9.21,11,103.31,5
0.48,2,5.96,8,79.05,11,10.44,2,12.24,4,7.61,10,63.8,6,170.28,2,9.33,11,105.64,8
-0.62,11,5.94,8,83.85,6,5.26,7,10.68,3,-4.68,7,72.28,4,171.17,3,7.83,10,103.2,5
0.15,2,5.84,8,79.36,11,11.26,3,10.19,2,7.24,9,71.85,4,171.95,4,0.63,3,105.87,8
0.97,3,5.98,8,83.36,5,-6.81,5,200.43,2,9.21,11,75.06,7,172.77,5,-0.31,2,103.23,5
2.11,4,6.17,8,77.79,10,7.67,10,73.3,5,-2.92,9,71.41,3,173.91,6,10.24,2,105.78,8
3.01,5,5.73,8,83.16,5,-4.09,8,50.79,3,-7.06,5,77.73,10,174.81,7,8.83,11,103.05,5
3.57,6,5.83,8,85.02,7,8.35,10,39.26,11,6.23,8,85.05,7,175.37,7,7.27,9,106.18,8
4.35,6,5.95,8,87.86,10,11.94,4,31.65,4,7.92,10,83.39,5,176.14,8,8.63,11,103.94,6
4.65,7,5.35,7,83.69,6,11.92,4,26.92,9,2.69,5,94.54,7,176.44,8,7.83,10,104.72,7
5.68,8,6.69,9,81.28,3,3.98,6,23.24,5,9.74,2,97.39,9,177.48,9,5.06,7,103.26,5
7.05,9,5.68,8,85.19,7,4.17,6,20.5,3,-9.72,2,97.43,9,178.85,11,1.62,4,105.81,8
8.8,11,7.07,9,80.64,3,-11.88,10,18.52,11,7.99,10,97.0,9,180.6,3,10.25,2,103.31,5
9.76,2,4.89,7,78.45,10,-11.41,11,16.33,8,-7.91,4,100.64,3,181.56,4,8.93,11,105.68,8
10.78,3,7.13,9,74.87,7,-4.4,8,15.41,7,9.07,11,101.72,4,182.58,5,7.04,9,103.18,5
11.77,4,4.85,7,78.39,10,-6.63,5,14.68,7,-9.05,3,111.79,4,183.56,6,11.97,4,106.11,8
12.69,5,7.07,9,76.18,8,10.01,2,13.44,5,-9.64,2,101.3,3,184.48,6,9.87,2,103.55,6
13.65,6,4.9,7,78.87,11,-2.22,10,13.1,5,9.02,11,108.28,10,185.45,7,4.95,7,105.26,7
13.14,5,7.59,10,82.18,4,11.68,4,12.25,4,-7.31,5,116.95,9,186.93,9,0.81,3,102.74,5
11.64,4,3.92,6,79.71,2,11.92,4,12.56,5,-8.99,3,110.86,3,187.44,9,4.17,6,106.69,9
10.67,3,8.12,10,82.06,4,5.4,7,12.23,4,0.42,2,102.71,5,188.47,10,11.06,3,104.69,7
8.9,11,3.11,5,76.41,8,4.14,6,10.83,3,9.66,2,110.88,3,188.7,11,1.72,4,103.29,5
8.16,10,9.15,11,80.0,2,-5.63,6,10.61,3,-9.68,2,102.75,5,189.96,2,6.43,8,105.72,8
7.0,9,2.68,5,83.87,6,-11.79,10,10.0,2,5.91,8,110.09,2,190.79,3,9.72,2,103.1,5
5.98,8,9.3,11,76.91,9,4.11,6,200.42,2,-7.05,5,108.69,11,191.78,4,1.98,4,106.07,8
4.9,7,2.62,5,82.36,4,-5.11,7,74.77,7,8.75,11,117.93,10,192.7,5,-0.13,2,103.59,6
3.53,6,9.01,11,86.06,8,-11.63,10,51.5,3,7.33,9,107.82,10,193.33,5,9.38,11,105.13,7
2.48,4,2.93,5,86.18,8,7.21,9,39.41,11,-9.02,3,116.28,8,194.27,6,5.91,8,103.02,5
1.3,3,8.9,11,78.04,10,-6.21,6,32.96,5,-0.6,11,115.31,7,195.1,7,0.71,3,106.11,8
0.19,2,2.99,5,74.35,6,6.01,8,28.9,11,9.76,2,123.67,6,195.99,8,3.81,6,103.78,6
-0.8,11,9.02,11,79.82,2,0.74,3,26.04,8,10.14,2,114.98,7,197.0,9,8.02,10,104.87,7
-0.13,2,2.65,5,75.45,7,-1.92,10,23.05,5,8.31,10,124.29,6,197.67,10,4.45,6,103.09,5
1.08,3,9.56,2,73.26,5,-4.41,8,20.15,2,8.99,11,115.03,7,198.88,11,12.35,4,106.2,8
2.33,4,2.69,5,76.89,9,10.62,3,18.67,11,1.9,4,124.36,6,200.13,2,11.42,3,103.84,6
3.21,5,9.18,11,74.87,7,11.11,3,16.33,8,-8.62,3,115.75,8,166.65,9,7.8,10,104.87,7
4.53,7,3.14,5,82.68,5,11.0,3,14.17,6,5.95,8,120.86,3,139.2,11,11.54,4,103.22,5
5.52,8,8.84,11,78.4,10,8.24,10,13.76,6,5.87,8,130.15,2,115.98,8,8.97,11,105.73,8
7.15,9,3.78,6,83.6,6,9.36,11,12.18,4,8.84,11,120.76,3,97.28,9,2.05,4,103.3,5
8.4,10,8.48,10,82.48,4,10.76,3,10.99,3,9.42,11,130.52,3,81.33,3,8.43,10,105.71,8
9.0,11,3.12,5,85.94,8,12.99,5,10.6,3,-9.84,2,120.6,3,67.37,9,7.32,9,103.21,5
10.21,2,9.09,11,86.8,9,10.48,2,11.38,3,0.16,2,130.42,2,56.35,8,3.35,5,105.97,8
11.17,3,2.87,5,79.63,2,-2.0,10,11.27,3,-8.28,4,121.63,4,46.92,9,1.94,4,103.75,6
12.17,4,9.12,11,75.25,7,11.26,3,10.05,2,-4.47,8,129.48,11,39.1,11,11.99,4,104.86,7
13.42,5,3.13,5,72.96,5,10.7,3,199.8,2,-3.15,9,122.82,5,32.83,5,3.42,5,103.07,5
13.13,5,9.59,2,76.1,8,8.24,10,73.99,6,8.09,10,120.47,2,28.08,10,10.19,2,106.26,8
12.16,4,2.44,4,75.4,7,11.02,3,51.72,4,0.82,3,130.3,2,23.42,5,7.05,9,104.14,6
10.92,3,9.32,11,81.54,4,11.4,3,40.5,3,8.73,11,121.36,3,19.28,11,7.6,10,104.31,6
10.28,2,3.04,5,80.88,3,9.21,11,33.7,6,-6.03,6,130.71,3,16.43,8,3.6,6,103.85,6
9.85,2,9.52,2,79.51,2,6.95,9,27.68,10,-9.03,3,120.88,3,14.26,6,1.94,4,104.57,7
9.47,11,3.1,5,76.45,8,13.2,5,24.17,6,-6.45,6,131.31,3,12.5,5,1.04,3,103.53,6
8.59,11,9.02,11,73.68,6,3.83,6,21.07,3,8.53,11,124.69,7,10.53,3,0.19,2,105.15,7
7.35,9,2.75,5,80.67,3,-4.55,7,18.4,10,3.85,6,115.54,8,8.54,11,8.6,11,102.83,5
6.62,9,9.53,2,75.72,8,-11.9,10,16.57,9,-3.98,8,122.54,5,9.81,2,10.45,2,106.6,9
5.21,7,2.07,4,73.22,5,9.52,2,14.82,7,7.76,10,121.71,4,10.4,2,2.32,4,104.44,6
3.69,6,9.41,11,77.9,10,-4.52,7,13.76,6,-6.26,6,128.49,10,10.88,3,7.12,9,103.52,6
3.02,5,2.92,5,74.96,7,13.11,5,12.93,5,9.85,2,131.79,4,12.21,4,9.56,2,105.35,7
1.63,4,8.68,11,81.26,3,10.83,3,11.62,4,0.58,3,131.56,4,12.82,5,2.34,4,103.28,5
0.34,2,3.03,5,78.84,11,-3.16,9,11.7,4,10.06,2,128.34,10,13.53,6,7.52,10,105.88,8
-0.54,11,9.09,11,77.02,9,9.56,2,10.51,3,-10.48,2,132.25,4,14.65,7,3.2,5,103.27,5
1.26,3,3.71,6,76.99,9,12.97,5,199.78,2,9.42,11,135.16,7,16.45,8,2.32,4,105.78,8
2.57,5,8.61,11,83.37,5,12.85,5,73.07,5,0.16,2,134.25,6,17.76,10,8.52,11,103.24,5
3.2,5,3.03,5,86.93,9,-2.35,10,50.25,2,0.13,2,142.08,4,18.39,10,0.39,2,105.91,8
4.17,6,8.94,11,88.8,11,-1.5,11,39.68,2,-3.95,8,136.19,8,19.36,11,2.95,5,103.55,6
5.06,7,2.94,5,80.44,2,12.35,4,32.21,4,-3.34,9,127.84,10,20.25,2,3.8,6,105.35,7
6.3,8,9.31,11,84.29,6,9.22,11,27.79,10,-6.01,6,136.67,9,21.49,3,1.41,3,103.14,5
7.67,10,3.06,5,76.94,9,0.93,3,24.42,6,-6.49,6,125.88,8,22.86,5,10.61,3,105.86,8
9.01,11,9.28,11,81.07,3,12.97,5,21.7,4,-7.32,5,128.07,10,24.2,6,0.57,3,103.39,5
10.38,2,3.09,5,85.32,7,-6.04,6,20.04,2,5.56,8,134.44,6,25.57,8,5.62,8,105.49,7
10.9,3,8.44,10,79.45,11,-2.97,9,19.07,11,-0.23,2,139.89,2,26.1,8,8.2,10,102.95,5
11.95,4,3.61,6,77.21,9,1.45,3,17.32,9,8.1,10,149.64,2,27.14,9,8.07,10,106.28,8
12.73,5,8.18,10,74.42,6,12.7,5,16.09,8,5.84,8,140.04,2,27.93,10,11.64,4,103.9,6
13.4,5,3.48,5,82.05,4,-8.62,3,15.55,8,7.37,9,149.74,2,28.59,11,7.44,9,104.55,7
12.27,4,8.39,10,76.92,9,-0.81,11,14.31,6,9.82,2,141.12,3,29.46,11,-0.21,2,103.48,5
11.01,3,3.36,5,79.97,2,-12.26,10,12.87,5,0.59,3,143.12,5,30.2,2,5.58,8,105.29,7
10.01,2,8.64,11,85.42,7,5.57,8,12.0,4,9.97,2,134.02,6,31.2,3,10.99,3,103.15,5
9.06,11,3.41,5,77.45,9,-2.32,10,10.85,3,-10.32,2,142.26,4,32.25,4,8.08,10,105.9,8
7.76,10,8.29,10,75.63,8,-4.8,7,199.93,2,9.51,2,134.02,6,32.95,5,1.5,3,103.31,5
7.2,9,4.15,6,82.12,4,11.79,4,74.15,6,-4.52,7,142.57,5,34.39,6,2.74,5,105.66,8
5.89,8,7.53,10,81.89,4,8.48,10,51.33,3,1.93,4,132.74,5,35.08,7,1.48,3,103.07,5
4.6,7,4.18,6,82.79,5,4.63,7,39.54,2,7.98,10,139.43,11,35.79,8,2.52,5,106.05,8
3.47,5,7.69,10,82.78,5,11.95,4,32.33,4,5.22,7,149.33,11,36.66,9,9.78,2,103.73,6
2.16,4,4.01,6,85.68,8,-9.75,2,26.87,9,8.93,11,139.05,11,37.35,9,1.49,3,104.81,7
0.89,3,7.72,10,87.52,10,4.18,6,23.24,5,-0.21,2,146.74,9,38.08,10,9.54,2,103.25,5
0.24,2,4.64,7,80.13,2,-12.68,9,20.46,2,-9.73,2,154.91,7,39.43,11,7.59,10,105.86,8
-0.95,11,7.17,9,77.95,10,-11.22,11,18.02,10,6.02,8,146.74,9,40.24,2,11.68,4,103.38,5
0.27,2,5.05,7,74.32,6,1.11,3,16.94,9,-7.28,5,155.24,7,41.46,3,11.36,3,105.68,8
1.41,3,7.09,9,80.51,3,-7.54,4,15.62,8,8.1,10,146.54,9,42.6,5,4.23,6,103.38,5
2.46,4,4.96,7,75.83,8,-6.85,5,13.94,6,1.36,3,155.49,7,43.65,6,6.09,8,105.58,8
3.8,6,7.38,9,73.43,5,-7.51,4,13.57,6,7.55,10,145.7,8,44.99,7,4.57,7,103.15,5
5.37,7,5.18,7,79.24,11,-3.21,9,13.43,5,8.7,11,155.66,8,46.56,9,7.94,10,106.13,8
6.36,8,6.8,9,74.96,7,-7.54,4,11.89,4,6.09,8,145.71,8,47.55,10,6.98,9,103.73,6
7.48,9,5.32,7,74.0,6,12.72,5,10.79,3,-8.73,3,154.59,7,48.67,11,0.21,2,104.8,7
8.9,11,7.1,9,74.86,7,-7.69,4,200.54,3,5.38,7,148.45,10,50.09,2,12.7,5,103.18,5
9.86,2,4.86,7,72.23,4,-1.28,11,74.1,6,8.28,10,140.85,3,51.05,3,8.93,11,105.85,8
10.59,3,6.87,9,73.35,5,-8.57,3,51.01,3,3.97,6,145.55,8,51.78,4,11.55,4,103.3,5
11.55,4,5.09,7,76.78,9,7.74,10,39.66,2,2.7,5,154.06,6,52.74,5,8.93,11,105.72,8
12.28,4,6.64,9,74.29,6,-11.5,11,32.47,4,6.58,9,153.42,5,53.47,5,9.55,2,103.34,5
13.1,5,5.18,7,82.15,4,8.77,11,28.07,10,-9.54,2,158.51,11,54.29,6,6.7,9,105.69,8
12.06,4,6.78,9,76.49,8,-6.72,5,24.39,6,-7.91,4,168.22,10,55.25,7,7.93,10,103.16,5
11.4,3,5.56,8,80.43,2,12.24,4,21.5,3,-3.45,9,158.22,10,56.59,9,8.57,11,105.96,8
10.49,2,6.53,9,84.27,6,-3.18,9,18.99,11,-10.48,2,166.66,9,57.68,10,2.16,4,103.37,5
9.39,11,5.36,7,77.23,9,1.96,4,17.95,10,-8.31,4,164.87,7,58.58,11,3.82,6,105.55,8
8.32,10,6.57,9,81.09,3,12.86,5,16.46,8,-0.06,2,174.62,7,59.51,2,0.88,3,103.05,5
6.94,9,5.06,7,85.1,7,-11.07,11,15.29,7,-2.56,9,164.51,7,60.13,2,10.37,2,106.08,8
5.79,8,6.79,9,80.03,2,-1.59,10,13.35,5,2.18,4,174.08,6,60.98,3,3.75,6,103.76,6
4.65,7,5.07,7,78.67,11,-8.83,3,13.38,5,9.92,2,164.52,7,61.84,4,5.76,8,104.83,7
3.38,5,6.66,9,74.05,6,8.97,11,12.2,4,-3.13,9,173.16,5,62.57,5,11.55,4,103.06,5
2.66,5,5.62,8,76.7,9,-12.08,10,11.76,4,10.54,3,170.07,2,63.85,6,5.47,7,106.26,8
1.69,4,6.41,8,73.92,6,13.11,5,11.15,3,0.95,3,174.94,7,64.89,7,6.05,8,104.1,6
0.39,2,5.28,7,81.39,3,-3.53,8,10.85,3,-2.68,9,165.92,8,65.58,8,-0.51,11,104.05,6
-0.26,2,7.06,9,75.46,7,-3.76,8,200.15,2,-3.23,9,171.02,3,66.93,9,11.57,4,104.18,6
1.18,3,5.38,7,76.14,8,12.61,5,73.07,5,9.59,2,180.57,3,68.37,10,6.74,9,103.97,6
1.78,4,6.22,8,78.71,11,12.72,5,50.1,2,-1.96,10,171.14,3,68.98,11,6.34,8,104.51,7
2.53,5,5.53,8,83.03,5,0.06,2,39.23,11,5.26,7,181.64,4,69.72,2,3.58,6,103.61,6
3.38,5,6.33,8,80.59,3,-1.08,11,32.79,5,-3.95,8,176.03,8,70.57,3,6.75,9,105.09,7
4.71,7,6.0,8,85.25,7,-0.3,2,27.37,9,0.94,3,177.18,9,71.9,4,5.54,8,103.05,5
6.03,8,6.31,8,78.15,10,6.63,9,24.45,6,-6.52,5,186.6,9,73.22,5,12.52,5,106.15,8
6.93,9,5.59,8,77.28,9,2.24,4,21.79,4,-2.58,9,177.59,10,74.13,6,5.85,8,103.87,6
8.01,10,6.49,8,80.51,3,2.24,4,20.07,2,6.48,8,187.54,10,75.21,7,1.13,3,104.61,7
8.98,11,5.48,7,84.96,7,-11.75,10,17.91,10,9.85,2,179.28,11,76.17,8,7.95,10,103.37,5
10.26,2,6.8,9,77.69,10,-11.89,10,16.34,8,-5.78,6,176.93,9,77.45,9,11.47,3,105.53,8
11.26,3,5.2,7,78.57,11,-4.75,7,14.72,7,10.23,2,186.0,8,78.45,10,3.99,6,103.22,5
12.2,4,6.75,9,83.06,5,-4.27,8,14.01,6,-9.93,2,180.0,2,79.39,11,11.91,4,105.89,8
13.01,5,5.06,7,81.45,3,9.08,11,12.83,5,6.82,9,172.12,4,80.2,2,7.68,10,103.43,5
12.42,4,7.35,9,85.15,7,10.51,3,11.73,4,-10.79,11,177.52,10,81.61,4,8.68,11,105.32,7
11.45,3,4.68,7,81.97,4,13.34,5,10.81,3,-9.1,3,188.41,10,82.64,5,2.05,4,103.19,5
10.53,3,7.4,9,79.2,11,10.94,3,10.92,3,7.82,10,187.3,9,83.72,6,7.13,9,105.87,8
9.04,11,4.12,6,81.18,3,-4.75,7,10.33,2,8.51,11,178.26,10,84.23,6,5.19,7,103.44,5
