special_table,special_table,special_table,special_table
174.53,7,9.2,11
164.46,6,3.15,5
173.57,6,11.38,3
165.7,8,2.37,4
173.29,5,2.68,5
168.85,11,4.63,7
162.38,4,-0.8,11
153.68,6,2.49,4
155.41,7,8.28,10
145.95,8,1.63,4
156.14,8,1.67,4
148.66,11,2.73,5
140.89,3,11.93,4
145.26,7,3.16,5
151.98,4,0.05,2
161.41,3,1.82,4
152.18,4,5.96,8
162.84,5,6.74,9
157.83,10,3.05,5
165.4,7,0.8,3
173.38,5,2.18,4
167.63,10,1.47,3
157.78,10,4.03,6
163.66,6,6.7,9
166.6,9,0.6,3
165.33,7,4.59,7
175.14,7,10.04,2
168.66,11,1.96,4
161.33,3,8.05,10
152.33,4,3.72,6
163.37,5,6.55,9
163.22,5,10.31,2
162.35,4,9.19,11
154.16,6,0.41,2
152.17,4,1.78,4
161.4,3,4.29,6
151.95,4,10.22,2
161.39,3,6.7,9
152.41,4,12.07,4
162.1,4,0.83,3
152.65,5,9.11,11
162.09,4,4.61,7
152.62,5,0.03,2
161.91,4,4.61,7
152.0,4,8.68,11
161.96,4,1.67,4
150.79,3,10.15,2
151.42,3,2.62,5
157.4,9,1.58,4
161.18,3,10.94,3
153.57,6,9.02,11
158.12,10,6.33,8
167.78,10,9.4,11
158.55,11,3.46,5
167.89,10,9.8,2
157.52,10,9.23,11
161.58,4,3.94,6
151.03,3,5.57,8
153.3,5,5.12,7
158.85,11,7.52,10
168.76,11,3.33,5
161.57,4,11.1,3
151.15,3,4.18,6
154.67,7,1.92,4
147.16,9,10.91,3
151.82,4,10.3,2
161.28,3,10.95,3
151.87,4,2.22,4
160.62,3,10.14,2
156.92,9,10.29,2
155.44,7,0.63,3
145.75,8,11.97,4
155.84,8,0.46,2
146.34,8,10.09,2
155.48,7,7.16,9
145.57,8,3.91,6
154.45,6,2.19,4
149.48,11,0.57,3
139.98,2,7.96,10
149.39,11,3.42,5
139.49,11,2.19,4
148.41,10,0.45,2
140.75,3,5.45,7
146.05,8,5.24,7
155.5,7,11.99,4
145.74,8,5.35,7
155.13,7,10.84,3
145.19,7,3.33,5
151.3,3,10.24,2
156.48,8,8.52,11
151.05,3,3.02,5
152.11,4,1.68,4
161.82,4,1.64,4
151.5,3,5.28,7
157.59,10,7.21,9
162.77,5,3.43,5
157.36,9,4.3,6
159.57,2,6.82,9
165.9,8,9.72,2
171.41,3,7.94,10
180.94,3,5.95,8
171.34,3,1.1,3
181.21,3,10.17,2
172.89,5,0.55,3
172.02,4,8.66,11
178.54,11,10.26,2
183.23,5,3.52,6
192.0,4,5.23,7
187.98,10,6.38,8
183.25,5,9.68,2
191.23,3,4.54,7
194.86,7,6.93,9
196.22,8,8.54,11
206.05,8,4.7,7
195.98,8,9.72,2
205.0,7,6.08,8
198.55,11,5.48,7
192.77,5,1.19,3
184.18,6,5.69,8
192.6,5,4.54,7
184.09,6,9.47,11
193.17,5,0.33,2
183.65,6,8.52,11
192.88,5,5.93,8
184.93,7,12.38,4
187.96,10,4.39,6
183.23,5,9.32,11
191.11,3,2.67,5
195.46,7,0.82,3
201.46,3,8.01,10
206.15,8,2.72,5
196.84,9,7.64,10
206.37,8,2.01,4
197.72,10,5.21,7
200.7,3,3.6,6
198.38,10,11.01,3
194.57,7,8.28,10
192.5,4,7.53,10
185.21,7,4.16,6
186.18,8,0.54,3
179.0,11,5.12,7
180.26,2,12.45,4
171.1,3,1.54,4
181.48,3,8.5,10
174.3,6,4.07,6
164.81,7,10.94,3
174.81,7,4.42,6
165.78,8,7.34,9
171.81,4,10.55,3
180.43,2,7.24,9
170.2,2,10.8,3
175.72,8,-0.59,11
173.39,5,10.32,2
167.12,9,2.36,4
160.67,3,7.78,10
156.65,9,6.22,8
153.23,5,3.17,5
159.95,2,1.05,3
162.76,5,11.93,4
157.14,9,3.05,5
157.64,10,1.07,3
162.97,5,3.06,5
159.26,11,6.16,8
167.53,10,8.53,11
158.13,10,9.91,2
167.36,9,4.67,7
159.73,2,6.27,8
165.1,7,11.8,4
175.23,7,9.52,2
168.58,11,11.69,4
159.34,11,4.34,6
167.77,10,8.71,11
158.58,11,3.41,5
168.27,10,5.75,8
158.86,11,10.29,2
168.39,10,4.07,6
159.19,11,-0.87,11
167.83,10,4.21,6
157.25,9,7.53,10
160.19,2,11.5,4
160.07,2,8.76,11
163.1,5,3.94,6
160.28,2,12.0,4
159.6,2,8.08,10
165.39,7,0.8,3
174.44,6,12.01,4
164.28,6,7.04,9
172.22,4,-0.67,11
177.66,10,10.84,3
186.87,9,11.75,4
176.73,9,12.23,4
183.63,6,3.61,6
193.74,6,11.62,4
184.76,7,5.34,7
190.0,2,8.89,11
199.31,11,3.62,6
189.36,11,9.26,11
196.56,9,2.53,5
207.6,10,10.24,2
209.64,2,0.12,2
217.36,9,2.49,4
211.93,4,5.78,8
201.5,3,6.13,8
205.52,8,7.06,9
194.97,7,8.98,11
197.96,10,11.06,3
197.51,10,7.36,9
201.56,4,3.04,5
206.73,9,1.92,4
200.97,3,5.67,8
199.97,2,10.17,2
190.76,3,9.91,2
197.62,10,5.87,8
200.48,2,5.62,8
194.88,7,3.08,5
195.53,8,7.22,9
202.46,4,2.44,4
211.52,4,6.05,8
202.39,4,10.17,2
212.13,4,5.17,7
201.33,3,4.01,6
204.15,6,6.9,9
204.69,7,1.64,4
199.9,2,8.74,11
191.38,3,3.92,6
193.64,6,10.68,3
183.47,5,4.51,7
192.68,5,9.0,11
183.55,6,10.2,2
193.27,5,4.73,7
182.49,4,4.76,7
184.91,7,6.77,9
189.95,2,10.16,2
199.65,2,1.07,3
189.94,2,4.83,7
200.93,3,10.59,3
199.47,11,11.32,3
190.05,2,4.45,6
199.37,11,8.45,10
189.89,2,9.54,2
200.19,2,-0.26,2
192.11,4,11.61,4
187.31,9,11.04,3
177.67,10,6.1,8
187.56,10,6.58,9
179.63,2,5.45,7
174.93,7,12.74,5
165.97,8,7.22,9
171.83,4,7.79,10
180.22,2,1.0,3
170.89,3,10.41,2
180.36,2,7.85,10
172.16,4,9.95,2
178.87,11,-0.02,2
180.83,3,8.5,11
170.98,3,8.83,11
181.21,3,9.3,11
173.62,6,12.27,4
166.52,9,7.99,10
166.66,9,10.57,3
165.12,7,9.08,11
174.52,7,2.91,5
164.72,7,10.45,2
174.41,6,6.92,9
164.88,7,6.25,8
174.79,7,3.72,6
165.95,8,9.64,2
170.96,3,0.78,3
180.27,2,1.19,3
170.72,3,12.37,4
179.73,2,4.19,6
174.01,6,11.68,4
163.81,6,1.75,4
168.8,11,7.65,10
161.06,3,8.3,10
153.28,5,11.89,4
159.72,2,6.82,9
164.46,6,8.7,11
173.15,5,7.88,10
170.27,2,2.92,5
176.98,9,6.75,9
185.57,8,3.56,6
183.16,5,2.35,4
190.84,3,13.07,5
198.34,10,11.16,3
195.34,7,0.37,2
199.87,2,2.61,5
190.94,3,1.37,3
197.94,10,6.59,9
197.14,9,7.67,10
203.78,6,7.94,10
208.53,11,4.78,7
217.71,10,7.77,10
210.41,2,9.14,11
210.91,3,2.12,4
206.97,9,4.21,6
202.4,4,5.99,8
212.35,4,8.79,11
202.78,5,2.78,5
213.47,5,1.8,4
211.62,4,9.27,11
202.36,4,6.55,9
212.28,4,5.14,7
203.08,5,1.27,3
212.23,4,7.83,10
202.66,5,9.51,2
212.49,4,12.83,5
203.92,6,5.18,7
207.57,10,5.47,7
210.03,2,0.04,2
213.91,6,0.58,3
216.72,9,11.49,3
217.82,10,0.36,2
208.63,11,6.56,9
217.58,10,3.74,6
209.9,2,8.67,11
215.14,7,-0.11,2
225.8,8,6.31,8
221.82,4,2.83,5
230.56,3,7.6,10
220.99,3,7.01,9
229.4,11,2.29,4
228.76,11,6.07,8
234.53,7,12.29,4
243.47,5,8.03,10
233.76,6,10.41,2
243.37,5,1.97,4
232.84,5,1.2,3
236.31,8,3.17,5
230.16,2,11.18,3
222.99,5,0.45,2
223.78,6,4.15,6
217.61,10,5.03,7
210.32,2,2.53,5
212.03,4,9.24,11
201.56,4,11.44,3
207.56,10,1.77,4
210.19,2,0.29,2
212.91,5,2.59,5
205.61,8,6.77,9
196.34,8,8.03,10
206.11,8,6.74,9
196.69,9,11.2,3
205.86,8,3.65,6
195.09,7,7.77,10
198.83,11,7.11,9
190.7,3,5.88,8
198.87,11,2.35,4
190.61,3,12.78,5
199.53,2,11.1,3
190.32,2,10.27,2
201.1,3,7.63,10
200.73,3,11.49,3
197.06,9,-0.01,2
204.14,6,4.0,6
204.8,7,6.76,9
199.16,11,11.01,3
190.45,2,5.44,7
199.74,2,7.69,10
189.49,11,3.23,5
198.53,11,10.74,3
194.01,6,2.26,4
186.81,9,1.56,4
177.13,9,12.0,4
187.02,9,8.31,10
177.06,9,6.1,8
185.44,7,10.68,3
184.71,7,2.47,4
191.42,3,7.59,10
194.08,6,12.39,4
187.28,9,-0.47,2
178.29,10,6.2,8
184.85,7,4.32,6
189.91,2,0.78,3
199.11,11,3.79,6
188.6,11,9.86,2
190.42,2,9.28,11
198.67,11,1.5,4
192.13,4,5.49,7
187.87,10,9.82,2
181.53,4,9.56,2
175.0,7,11.58,4
167.54,10,8.66,11
158.54,11,-0.34,2
168.13,10,5.6,8
157.8,10,8.13,10
163.96,6,0.73,3
169.72,2,8.5,10
171.24,3,10.82,3
181.73,4,11.86,4
176.95,9,4.2,6
185.31,7,1.07,3
185.94,8,1.84,4
180.48,2,1.77,4
170.45,2,1.07,3
177.44,9,9.36,11
187.48,9,4.04,6
179.38,11,1.01,3
176.41,8,4.57,7
181.09,3,11.27,3
171.67,4,2.01,4
180.93,3,6.28,8
171.34,3,9.71,2
180.55,3,10.15,2
170.3,2,4.94,7
175.52,8,11.0,3
171.53,4,9.31,11
181.04,3,3.29,5
171.13,3,5.32,7
181.38,3,7.45,9
174.29,6,4.16,6
164.76,7,11.32,3
174.78,7,7.6,10
165.99,8,9.46,11
170.48,2,3.76,6
178.36,10,0.7,3
184.64,7,5.79,8
190.86,3,-0.29,2
196.68,9,3.98,6
205.85,8,4.35,6
195.85,8,4.12,6
203.97,6,8.93,11
206.42,8,12.79,5
199.37,11,10.63,3
190.23,2,3.29,5
199.72,2,3.92,6
190.27,2,10.5,2
199.99,2,5.65,8
190.68,3,7.87,10
199.51,2,8.51,11
189.38,11,2.88,5
196.6,9,6.42,8
206.17,8,0.1,2
196.38,8,0.32,2
206.47,8,8.81,11
199.15,11,1.55,4
189.55,2,9.27,11
198.8,11,3.73,6
190.36,2,3.57,6
199.66,2,12.29,4
190.38,2,11.66,4
201.18,3,7.29,9
203.01,5,0.17,2
212.6,5,3.04,5
204.23,6,9.36,11
204.01,6,-0.09,2
205.25,7,0.21,2
195.5,7,10.58,3
202.28,4,8.24,10
212.24,4,10.34,2
202.65,5,5.08,7
212.98,5,11.5,4
207.06,9,9.17,11
203.71,6,9.41,11
208.65,11,10.9,3
217.71,10,0.38,2
209.53,2,6.29,8
217.08,9,10.81,3
214.34,6,3.2,5
221.7,4,8.81,11
232.66,5,11.35,3
235.28,7,0.89,3
238.98,11,10.46,2
241.06,3,4.02,6
247.98,10,11.47,3
250.02,2,10.72,3
240.81,3,2.15,4
249.39,11,9.01,11
240.2,2,7.0,9
249.13,11,7.4,9
241.02,3,4.02,6
249.16,11,-0.54,11
240.91,3,10.44,2
248.74,11,10.38,2
243.93,6,1.92,4
234.35,6,1.97,4
243.82,6,1.17,3
234.39,6,3.11,5
243.98,6,0.23,2
235.36,7,6.04,8
238.14,10,2.74,5
232.39,4,1.96,4
231.25,3,6.63,9
222.8,5,2.4,4
223.91,6,2.07,4
216.77,9,10.52,3
216.86,9,3.71,6
216.44,8,12.02,4
220.41,2,2.35,4
226.25,8,8.39,10
227.13,9,-0.3,2
234.56,7,8.39,10
242.97,5,0.26,2
234.61,7,8.37,10
243.34,5,6.37,8
232.79,5,-0.3,2
236.28,8,3.07,5
229.87,2,-0.95,11
224.84,7,10.05,2
214.11,6,3.75,6
219.8,2,8.73,11
218.46,10,0.8,3
208.25,10,-1.13,11
215.93,8,5.42,7
222.25,4,6.53,9
228.89,11,0.52,3
232.7,5,3.71,6
235.44,7,6.21,8
237.96,10,6.73,9
230.95,3,7.63,10
220.68,3,10.35,2
227.3,9,6.42,8
236.56,9,3.67,6
228.91,11,10.46,2
233.74,6,2.41,4
243.73,6,11.77,4
234.45,6,1.11,3
243.42,5,1.53,4
233.55,6,7.14,9
242.84,5,12.48,4
234.91,7,10.22,2
241.88,4,9.54,2
241.32,3,7.85,10
247.37,9,7.17,9
254.52,7,0.35,2
254.15,6,9.3,11
257.66,10,2.22,4
258.41,10,10.11,2
266.81,9,6.7,9
268.2,10,11.05,3
258.72,11,0.75,3
268.74,11,8.41,10
257.57,10,7.51,10
257.6,10,9.79,2
258.02,10,5.88,8
262.78,5,0.61,3
253.69,6,7.73,10
261.3,3,3.22,5
255.79,8,8.89,11
246.32,8,11.47,3
255.76,8,10.77,3
246.62,9,6.01,8
255.38,7,10.18,2
247.47,9,12.78,5
254.23,6,-0.16,2
257.4,9,4.86,7
254.11,6,2.92,5
257.5,10,11.77,4
256.32,8,3.04,5
247.48,9,9.27,11
252.98,5,8.02,10
263.21,5,3.93,6
256.94,9,5.3,7
250.64,3,9.63,2
244.56,7,7.58,10
239.5,11,1.73,4
245.8,8,5.66,8
251.39,3,12.58,5
251.62,4,4.2,6
255.12,7,9.53,2
248.26,10,10.99,3
247.03,9,4.23,6
255.19,7,10.59,3
248.84,11,4.73,7
243.36,5,2.4,4
234.16,6,6.51,9
243.5,5,3.67,6
233.02,5,7.02,9
237.81,10,7.78,10
229.69,2,7.4,9
226.99,9,5.91,8
234.55,7,5.13,7
243.22,5,1.12,3
233.68,6,10.26,2
242.1,4,11.74,4
240.36,2,0.99,3
250.09,2,3.39,5
240.65,3,3.45,5
250.53,3,3.85,6
243.85,6,3.58,6
234.42,6,8.26,10
244.31,6,1.86,4
238.86,11,2.68,5
239.69,2,3.16,5
248.39,10,4.92,7
246.56,9,9.31,11
257.47,9,13.18,5
256.41,8,0.41,2
248.25,10,8.58,11
248.02,10,7.6,10
248.28,10,6.77,9
247.96,10,7.94,10
250.98,3,11.47,3
247.56,10,3.28,5
253.86,6,5.55,8
259.9,2,5.04,7
266.98,9,5.61,8
266.6,9,2.94,5
271.44,3,9.25,11
280.91,3,4.23,6
271.51,4,3.28,5
281.48,3,-0.39,2
271.22,3,0.99,3
279.46,11,1.85,4
280.9,3,1.47,3
271.12,3,8.32,10
278.68,11,7.8,10
287.96,10,1.94,4
280.01,2,7.04,9
275.0,7,11.75,4
265.11,7,5.11,7
274.22,6,2.3,4
266.5,9,10.19,2
270.87,3,8.16,10
277.49,9,0.34,2
286.21,8,3.09,5
283.34,5,5.74,8
289.01,11,9.81,2
288.6,11,1.85,4
284.27,6,1.27,3
295.11,7,1.88,4
292.35,4,1.18,3
290.44,2,11.87,4
300.5,2,6.58,9
292.48,4,11.54,4
289.98,2,4.91,7
297.64,10,2.07,4
305.78,8,4.13,6
297.19,9,1.01,3
306.83,9,10.62,3
298.22,10,1.3,3
300.16,2,8.86,11
290.57,3,5.56,8
300.42,2,11.14,3
290.77,3,8.57,11
300.76,3,4.44,6
292.94,5,8.77,11
286.4,8,1.52,4
281.23,3,4.96,7
271.77,4,0.92,3
281.72,4,5.34,7
273.1,5,8.28,10
276.59,9,8.23,10
278.18,10,6.34,8
287.3,9,10.58,3
276.76,9,-0.31,2
279.34,11,1.98,4
281.63,4,3.49,5
273.64,6,2.14,4
271.0,3,7.69,10
278.44,10,2.45,4
287.29,9,10.64,3
277.88,10,2.6,5
287.4,9,3.74,6
277.02,9,0.33,2
282.03,4,8.65,11
275.82,8,11.34,3
270.51,3,11.06,3
274.16,6,4.83,7
266.76,9,5.53,8
270.28,2,4.22,6
270.89,3,1.93,4
277.61,10,10.0,2
286.65,9,8.42,10
279.71,2,3.83,6
279.09,11,1.87,4
283.79,6,0.16,2
291.33,3,9.2,11
298.93,11,5.88,8
294.5,6,2.78,5
287.1,9,1.27,3
276.5,8,4.56,7
276.12,8,0.66,3
273.35,5,4.96,7
272.66,5,10.5,2
278.75,11,0.8,3
286.76,9,10.84,3
278.89,11,12.27,4
285.23,7,9.32,11
291.59,4,11.57,4
297.4,9,7.63,10
306.64,9,1.52,4
296.83,9,3.31,5
306.35,8,10.38,2
295.66,8,8.7,11
299.52,2,12.19,4
290.46,2,7.24,9
300.55,3,1.01,3
291.13,3,9.77,2
299.73,2,3.07,5
290.93,3,2.05,4
300.46,2,5.7,8
292.47,4,2.94,5
289.17,11,9.04,11
290.52,3,11.41,3
299.52,2,2.87,5
291.17,3,9.63,2
299.45,11,7.64,10
290.67,3,3.51,6
300.28,2,9.52,2
291.12,3,7.74,10
299.29,11,5.52,8
291.6,4,9.63,2
297.53,10,3.75,6
305.14,7,10.78,3
300.97,3,6.62,9
294.95,7,1.79,4
291.01,3,4.66,7
299.98,2,10.38,2
290.64,3,1.64,4
300.02,2,10.52,3
290.66,3,10.55,3
301.15,3,3.12,5
297.46,9,2.64,5
305.95,8,5.85,8
297.21,9,5.02,7
305.52,8,4.95,7
298.44,10,1.77,4
297.5,10,3.87,6
305.39,7,7.01,9
300.19,2,0.83,3
290.33,2,10.06,2
299.8,2,3.74,6
290.1,2,1.17,3
298.62,11,-0.07,2
297.1,9,-0.96,11
305.79,8,5.57,8
296.11,8,11.58,4
303.87,6,6.78,9
311.07,3,6.09,8
310.32,2,0.09,2
316.82,9,5.86,8
320.53,3,7.66,10
321.22,3,-0.33,2
329.9,2,3.27,5
329.24,11,8.62,11
335.4,7,2.1,4
342.81,5,1.21,3
339.26,11,6.86,9
339.19,11,11.01,3
338.03,10,10.29,2
329.49,11,2.96,5
332.42,4,7.94,10
326.84,9,3.3,5
327.94,10,6.02,8
337.62,10,-0.1,2
327.69,10,8.66,11
335.84,8,9.6,2
338.58,11,7.44,9
331.63,4,2.24,4
321.25,3,3.26,5
328.69,11,0.01,2
338.17,10,4.63,7
329.19,11,0.7,3
336.07,8,7.8,10
336.56,9,0.64,3
331.34,3,10.15,2
322.03,4,2.54,5
332.18,4,12.25,4
325.33,7,11.71,4
315.72,8,2.18,4
325.43,7,3.86,6
316.0,8,5.89,8
325.49,7,-0.12,2
315.92,8,-0.45,2
325.62,8,4.18,6
316.26,8,6.51,9
326.08,8,2.1,4
319.56,2,3.73,6
310.95,3,6.34,8
311.33,3,7.29,9
308.57,11,11.9,4
314.26,6,6.11,8
315.18,7,0.63,3
323.79,6,9.78,2
322.37,4,12.46,4
331.53,4,5.41,7
322.03,4,0.12,2
331.44,3,0.62,3
320.55,3,1.0,3
321.29,3,9.06,11
328.8,11,10.02,2
337.61,10,6.92,9
327.69,10,5.43,7
335.84,8,-0.26,2
338.35,10,1.22,3
329.99,2,3.68,6
329.03,11,2.4,4
336.16,8,3.84,6
335.49,7,5.91,8
341.44,3,7.91,10
349.71,2,7.71,10
342.24,4,1.86,4
343.88,6,8.23,10
333.82,6,1.52,4
340.31,2,0.06,2
348.36,10,6.27,8
351.95,4,12.39,4
353.13,5,8.02,10
363.09,5,6.34,8
353.38,5,4.28,6
363.72,6,6.46,8
357.5,9,1.02,3
350.95,3,3.12,5
343.08,5,3.69,6
338.15,10,3.14,5
328.73,11,12.25,4
337.93,10,8.75,11
328.4,10,8.58,11
337.09,9,2.98,5
329.58,2,8.41,10
332.42,4,2.21,4
327.25,9,0.34,2
332.43,4,10.6,3
327.34,9,2.84,5
333.73,6,9.47,11
340.2,2,8.85,11
347.54,10,4.45,6
356.62,9,11.0,3
346.07,8,7.75,10
350.84,3,11.32,3
342.06,4,7.8,10
345.06,7,2.67,5
339.92,2,11.37,3
345.43,7,11.45,3
343.31,5,1.54,4
336.09,8,10.71,3
338.26,10,8.45,10
329.41,11,-0.18,2
335.27,7,11.41,3
342.81,5,6.6,9
338.52,11,11.43,3
331.11,3,2.95,5
322.06,4,5.45,7
333.0,5,8.0,10
332.35,4,10.91,3
325.26,7,8.21,10
316.22,8,11.96,4
325.25,7,9.34,11
315.25,7,2.84,5
324.48,6,3.7,6
316.52,9,10.3,2
325.26,7,11.04,3
315.61,8,6.26,8
326.58,9,7.61,10
325.34,7,3.37,5
315.12,7,11.22,3
322.67,5,1.44,3
330.81,3,1.46,3
323.16,5,7.17,9
326.71,9,0.8,3
326.72,9,1.02,3
326.48,8,4.12,6
324.04,6,9.98,2
319.72,2,11.82,4
313.09,5,11.46,3
305.13,7,2.0,4
301.73,4,8.81,11
303.12,5,9.83,2
312.92,5,2.77,5
303.31,5,-0.1,2
313.98,6,1.79,4
312.06,4,0.43,2
303.22,5,8.29,10
313.63,6,0.96,3
308.87,11,10.04,2
317.2,9,10.99,3
319.29,11,3.04,5
310.15,2,5.78,8
316.8,9,3.13,5
321.41,3,9.89,2
329.79,2,7.2,9
330.45,2,9.54,2
326.17,8,2.21,4
321.42,3,-0.29,2
329.91,2,10.93,3
328.17,10,9.47,11
338.02,10,10.81,3
328.93,11,10.01,2
336.79,9,4.48,6
329.83,2,11.07,3
328.7,11,12.74,5
337.98,10,5.52,8
329.04,11,7.69,10
335.91,8,3.87,6
337.99,10,-0.72,11
328.21,10,10.29,2
337.46,9,8.31,10
328.08,10,6.36,8
338.17,10,7.21,9
329.51,2,9.42,11
333.22,5,0.9,3
334.76,7,9.18,11
344.5,6,9.1,11
335.88,8,7.22,9
338.68,11,8.49,10
332.18,4,1.67,4
324.29,6,6.45,8
318.45,10,1.83,4
309.78,2,2.99,5
319.07,11,6.19,8
310.24,2,5.82,8
317.44,9,2.82,5
314.9,7,4.39,6
321.5,3,1.84,4
330.58,3,1.88,4
323.88,6,2.15,4
320.86,3,1.38,3
325.03,7,3.76,6
315.49,7,11.69,4
324.95,7,12.78,5
315.84,8,4.64,7
326.56,9,10.07,2
324.59,7,10.57,3
316.2,8,0.85,3
325.69,8,0.06,2
316.92,9,11.45,3
320.74,3,11.06,3
323.13,5,9.07,11
327.53,10,4.4,6
334.83,7,10.93,3
343.91,6,8.45,10
333.88,6,8.54,11
340.0,2,10.63,3
346.07,8,10.82,3
351.43,3,4.06,6
347.13,9,10.54,3
357.18,9,4.89,7
348.54,11,7.52,10
350.16,2,10.87,3
339.76,2,3.69,6
344.13,6,11.01,3
333.9,6,12.44,4
341.67,4,4.29,6
349.03,11,10.4,2
346.22,8,1.3,3
352.59,5,8.54,11
359.6,2,9.54,2
370.07,2,7.49,9
363.67,6,8.77,11
357.32,9,1.29,3
349.75,2,3.86,6
341.44,3,4.11,6
349.69,2,8.12,10
341.52,4,6.65,9
349.58,2,7.78,10
342.62,5,7.48,9
340.54,3,8.26,10
349.5,11,0.87,3
341.71,4,10.36,2
348.23,10,8.18,10
352.29,4,1.78,4
356.64,9,6.56,9
346.45,8,2.04,4
353.65,6,8.61,11
363.44,5,0.13,2
354.74,7,1.12,3
357.45,9,11.84,4
351.23,3,3.63,6
345.21,7,7.42,9
341.24,3,3.77,6
350.95,3,9.06,11
342.83,5,10.34,2
339.06,11,11.05,3
336.07,8,5.06,7
336.94,9,6.78,9
330.88,3,6.61,9
322.18,4,12.11,4
331.65,4,4.13,6
321.98,4,0.15,2
332.11,4,1.1,3
324.42,6,2.64,5
316.11,8,8.1,10
326.04,8,7.88,10
319.78,2,8.11,10
312.54,5,8.97,11
303.66,6,7.06,9
313.41,5,3.47,5
307.63,10,6.95,9
306.68,9,9.58,2
296.32,8,4.37,6
305.36,7,1.34,3
299.88,2,0.17,2
289.32,11,10.24,2
291.43,3,0.47,2
298.42,10,3.35,5
299.22,11,7.72,10
292.62,5,5.94,8
288.99,11,12.54,5
288.56,11,7.88,10
284.59,7,5.64,8
294.09,6,11.38,3
284.35,6,8.78,11
294.73,7,5.27,7
289.01,11,7.27,9
289.16,11,2.99,5
290.75,3,3.31,5
300.62,3,11.39,3
292.67,5,0.8,3
288.24,10,5.48,7
280.97,3,8.73,11
270.65,3,4.13,6
274.97,7,13.17,5
265.14,7,0.29,2
275.78,8,2.18,4
269.78,2,10.18,2
266.05,8,3.6,6
273.57,6,1.05,3
270.65,3,8.31,10
276.26,8,3.43,5
274.54,7,4.84,7
265.59,8,1.59,4
276.35,8,9.84,2
274.85,7,3.97,6
264.7,7,5.55,8
271.88,4,3.06,5
281.34,3,6.96,9
271.55,4,7.71,10
281.32,3,10.58,3
271.13,3,1.66,4
279.88,2,7.4,9
276.83,9,2.63,5
280.8,3,1.22,3
272.11,4,12.2,4
281.69,4,6.79,9
273.21,5,13.08,5
274.11,6,7.05,9
268.1,10,3.77,6
259.39,11,7.9,10
268.94,11,8.33,10
260.4,2,0.87,3
264.2,6,9.49,11
268.05,10,11.82,4
259.05,11,10.66,3
268.78,11,0.31,2
259.6,2,3.7,6
269.04,11,10.72,3
260.7,3,8.81,11
260.97,3,9.06,11
258.64,11,8.5,11
267.29,9,3.6,6
264.25,6,9.72,2
267.34,9,1.38,3
264.04,6,5.29,7
264.86,7,0.34,2
273.41,5,7.96,10
271.83,4,4.85,7
281.76,4,0.61,3
273.27,5,6.13,8
273.38,5,9.28,11
272.9,5,12.16,4
277.25,9,0.9,3
284.53,7,10.96,3
294.19,6,9.26,11
285.16,7,10.62,3
292.07,4,1.35,3
292.69,5,7.53,10
288.09,10,10.13,2
279.56,2,9.81,2
280.1,2,1.88,4
275.16,7,12.62,5
266.39,8,1.84,4
273.05,5,2.61,5
276.5,9,11.37,3
276.54,9,1.6,4
276.75,9,10.23,2
279.21,11,6.59,9
282.28,4,0.56,3
278.38,10,11.13,3
286.34,8,0.81,3
281.09,3,6.91,9
270.94,3,3.87,6
277.75,10,5.09,7
287.21,9,7.47,9
277.6,10,3.99,6
286.17,8,3.64,6
284.34,6,10.65,3
294.98,7,6.2,8
292.39,4,0.13,2
290.4,2,-0.19,2
300.33,2,5.27,7
290.63,3,7.82,10
301.89,4,2.12,4
305.63,8,2.74,5
296.95,9,4.29,6
305.66,8,-0.16,2
297.95,10,5.0,7
302.62,5,9.16,11
311.19,3,7.24,9
309.66,2,2.57,5
318.67,11,6.93,9
309.44,11,10.25,2
319.37,11,3.77,6
310.84,3,4.95,7
312.35,4,4.79,7
303.59,6,12.49,4
312.48,4,3.8,6
303.03,5,3.48,5
313.75,6,-0.07,2
310.2,2,2.84,5
317.44,9,5.12,7
315.93,8,10.59,3
325.85,8,12.57,5
318.74,11,5.02,7
309.4,11,0.12,2
319.4,11,9.04,11
309.91,2,6.77,9
318.88,11,12.24,4
308.65,11,6.83,9
315.86,8,5.59,8
325.61,8,3.51,6
317.2,9,-0.63,11
317.69,10,8.48,10
313.28,5,8.33,10
306.04,8,8.13,10
296.72,9,9.63,2
306.71,9,12.65,5
298.17,10,9.42,11
301.62,4,4.55,7
302.34,4,3.24,5
309.68,2,7.83,10
318.65,11,9.29,11
308.73,11,2.46,4
316.57,9,3.09,5
323.72,6,10.64,3
323.47,5,9.48,11
325.23,7,3.53,6
314.74,7,4.77,7
320.73,3,9.11,11
323.37,5,3.64,6
325.58,8,6.28,8
316.09,8,-0.87,11
325.72,8,0.13,2
316.44,8,7.55,10
323.18,5,5.75,8
326.63,9,3.72,6
325.48,7,5.19,7
315.72,8,7.18,9
325.91,8,12.99,5
318.84,11,7.24,9
309.83,2,0.61,3
319.34,11,1.17,3
311.04,3,11.74,4
311.0,3,6.7,9
310.95,3,10.55,3
311.3,3,-1.05,11
308.07,10,12.16,4
308.91,11,11.49,3
317.7,10,7.51,10
313.34,5,2.12,4
306.51,9,11.13,3
295.84,8,-0.31,2
300.99,3,10.43,2
294.98,7,12.68,5
292.12,4,10.51,3
293.25,5,2.54,5
283.95,6,10.27,2
292.81,5,5.44,7
287.06,9,7.06,9
277.26,9,8.14,10
283.51,6,10.61,3
290.62,3,9.91,2
